Class-Section,"Professor, Name      ",Class Name,Location,Meeting Dates,Book Name,ISBN,CRN
ARCH 662-102,"Esperdy, Gabrielle      ",ST: URBAN THEORY AND CONTEMPORARY CITY,KUPF 108,W- 06:00 PM - 08:50 PM,"Urban Theory
Readings in Urban Theory","9781446294529
9781444330816",10194
ARCH 680-001,,CO-OP WORK EXPERIENCE,, -,,,10195
ARCH 680-028,,CO-OP WORK EXPERIENCE,, -,,,10196
ARCH 681 -001,,CO-OP WORK EXPERIENCE II,, -,,,10197
ARCH 682 -001,,CO-OP WORK EXPERIENCE III,, -,,,10198
ARCH 701B -006,"Celik, Zeynep      ", MASTER'S THESIS,, -,,,10199
ARCH 701B -027,, MASTER'S THESIS,, -,,,10200
ARCH 701B -029,, MASTER'S THESIS,, -,,,10201
ARCH 701C -027,, MASTERS THESIS,, -,,,10202
AS 112 -002,"Curran, Michael      ", THE AIR FORCE TODAY II,,F- 01:15 PM - 02:05 PM,,,10203
AS 112 -004,, THE AIR FORCE TODAY II,,F- 10:15 AM - 11:30 AM,,,10204
AS 112 -006,"Curran, Michael      ", THE AIR FORCE TODAY II,CKB 212,F- 09:15 AM - 10:15 AM,,,16000
AS 222 -002,, AIR PWR KEY TO DETERENCE,,F- 02:30 PM - 03:05 PM,,,10205
AS 222 -004,"Curran, Michael      ", AIR PWR KEY TO DETERENCE,CKB 212,F- 10:30 AM - 11:30 AM,,,16001
AS 334 -002,"Smith, Erik      ",LEADERSHIP-MANAGEMENT II,CKB 314,T- 08:30 AM - 11:30 AM,,,10206
AS 335 -002,, LEADERSHIP LAB,,F- 09:15 AM - 11:05 AM,,,10207
AS 335 -004,"Smith, Erik      ", LEADERSHIP LAB,KUPF 211,F- 07:00 AM - 09:00 AM,,,16048
AS 336 -002,, POC LEADERSHIP LAB,,R- 11:50 AM - 12:40 PM,,,10208
AS 336 -004,"Smith, Erik      ", POC LEADERSHIP LAB,FMH 108,F- 02:30 PM - 03:30 PM,,,16003
AS 444 -002,"Dickenson, Brian      ", PREP FOR ACTIVE DUTY,FMH 308,F- 09:30 AM - 12:30 PM,,,15962
AS 444 -102,"Dickenson, Brian      ", PREP FOR ACTIVE DUTY,, -,,,10209
BDS 725 -613,"Chen, Yi      ", INDEPENDENT RESEARCH I,, -,,,10210
BDS 725 -879,"Sylla, Cheickna      ", INDEPENDENT RESEARCH I,, -,,,10211
BDS 725 -885,"Bandera, Cesar      ", INDEPENDENT RESEARCH I,, -,,,10212
BDS 725 -893,"Zhang, Haisu      ", INDEPENDENT RESEARCH I,, -,,,10213
BDS 725 -897,"Yu, Dantong      ", INDEPENDENT RESEARCH I,, -,,,10214
BDS 726 -613,"Chen, Yi      ", INDEPENDENT STUDY II,, -,,,10215
BDS 790A -613,"Chen, Yi      ", DOCTORAL DISSERTATION & RES,, -,,,10216
BDS 790A -879,"Sylla, Cheickna      ", DOCTORAL DISSERTATION & RES,, -,,,10217
BDS 790A -885,"Bandera, Cesar      ", DOCTORAL DISSERTATION & RES,, -,,,10218
BDS 790A -893,"Zhang, Haisu      ", DOCTORAL DISSERTATION & RES,, -,,,10219
BDS 791 -897,"Yu, Dantong      ", DOCTORAL SEMINAR,MALL PC39,W- 01:00 PM - 02:20 PM,,,10220
BDS 792B -613,"Chen, Yi      ",PRE-DOCTORAL RESEARCH,, -,,,10221
BDS 792B -882,"Roy, Raja      ",PRE-DOCTORAL RESEARCH,, -,,,15844
BDS 792B -885,"Bandera, Cesar      ",PRE-DOCTORAL RESEARCH,, -,,,15809
BDS 792B -893,"Zhang, Haisu      ",PRE-DOCTORAL RESEARCH,, -,,,15997
BDS 792B -897,"Yu, Dantong      ",PRE-DOCTORAL RESEARCH,, -,,,10222
BDS 792B -931,"Ehrlich, Michael      ",PRE-DOCTORAL RESEARCH,, -,,,15973
BDS 792B -932,"Taylor, Stephen      ",PRE-DOCTORAL RESEARCH,, -,,,15912
BIO 101 -KN1,, COLLEGE BIOLOGY I,,F- 08:30 AM - 11:20 AM,,,15915
BIO 103 -005,, GENERAL BIOLOGY I,,TR- 03:50 PM - 04:35 PM,,,15931
BIO 121 -001,, ANATOMY & PHYSIOLOGY I,,W- 08:30 AM - 11:20 AM,,,15908
BIO 121 -006,, ANATOMY & PHYSIOLOGY I,,T- 11:30 AM - 02:20 PM,,,15910
BIO 122 -001,, ANATOMY & PHYSIOLOGY II,,TR- 08:30 AM - 11:20 AM,,,15778
BIO 122 -003,, ANATOMY & PHYSIOLOGY II,,MW- 10:00 AM - 12:50 PM,,,15841
BIO 122 -004,, ANATOMY & PHYSIOLOGY II,,TR- 11:30 AM - 02:20 PM,,,15859
BIO 122 -005,, ANATOMY & PHYSIOLOGY II,,TR- 11:30 AM - 02:20 PM,,,15779
BIO 122 -006,, ANATOMY & PHYSIOLOGY II,,MW- 01:00 PM - 03:45 PM,,,15780
BIO 122 -007,, ANATOMY & PHYSIOLOGY II,,MW- 03:50 PM - 06:35 PM,,,15747
BIO 211 -004,, MICROBIOLOGY,,MW- 01:00 PM - 03:45 PM,,,15934
BIOL 200 -002,"Stanko, Maria      ", CONCEPTS IN BIOLOGY,CKB G08CKB 313,"MW- 11:30 AM - 12:50 PM
08:30 AM - 09:50 AM",iClicker2 Student Remote (REV),9781500000000,10223
BIOL 200 -004,"Stanko, Maria      ", CONCEPTS IN BIOLOGY,CKB G08CKB 313,"MW- 11:30 AM - 12:50 PM
R-11:30 AM - 12:50 PM",iClicker2 Student Remote (REV),9781500000000,10224
BIOL 205 -002,"Devan, Caroline      ", FOUND OF BIO:ECOL & EVOL I,CKB 303,MR- 02:30 PM - 03:50 PM,CP NJIT Bio How Life Works & LP Access Card,9781460000000,10225
BIOL 205 -004,"Devan, Caroline      ", FOUND OF BIO:ECOL & EVOL I,CKB 303,TR- 11:30 AM - 12:50 PM,CP NJIT Bio How Life Works & LP Access Card,9781460000000,10226
BIOL 205 -006,"Barden, Phillip      ", FOUND OF BIO:ECOL & EVOL I,CKB 320,WF- 01:00 PM - 02:20 PM,,,16052
BIOL 205 -H02,"Barden, Phillip      ", FOUND OF BIO:ECOL & EVOL I - HONORS,CKB 320,WF- 01:00 PM - 02:20 PM,In The Light Of Evolution,9780980000000,10227
BIOL 206 -002,"Sosiak, Christine      ", FOUND OF BIO:ECOL & EVOL LAB,CKB 328,T- 02:30 PM - 05:20 PM,,,10228
BIOL 206 -004,"Sosiak, Christine      ", FOUND OF BIO:ECOL & EVOL LAB,CKB 328,F- 08:30 AM - 11:20 AM,,,10229
BIOL 206 -006,"Fan, Xueyang      ", FOUND OF BIO:ECOL & EVOL LAB,CKB 328,W- 11:30 AM - 02:20 PM,,,10230
BIOL 206 -008,"Lin, Xiang      ", FOUND OF BIO:ECOL & EVOL LAB,CKB 328,M- 08:30 AM - 11:20 AM,,,10231
BIOL 206 -010,"Lin, Xiang      ", FOUND OF BIO:ECOL & EVOL LAB,CKB 328,M- 11:30 AM - 02:20 PM,,,10232
BIOL 206 -012,"Sosiak, Christine      ", FOUND OF BIO:ECOL & EVOL LAB,CKB 328,R- 08:30 AM - 11:20 AM,,,10233
BIOL 206 -014,"Fan, Xueyang      ", FOUND OF BIO:ECOL & EVOL LAB,CKB 328,W- 08:30 AM - 11:20 AM,,,10234
BIOL 206 -016,"Sosiak, Christine      ", FOUND OF BIO:ECOL & EVOL LAB,CKB 328,T- 08:30 AM - 11:20 AM,,,10235
BIOL 206 -102,"Bernstein, Justin      ", FOUND OF BIO:ECOL & EVOL LAB,CKB 328,R- 06:00 PM - 08:50 PM,,,10236
BIOL 206 -104,"Itani, Omar      ", FOUND OF BIO:ECOL & EVOL LAB,CKB 328,M- 06:00 PM - 08:50 PM,,,10237
BIOL 206 -106,"Bernstein, Justin      ", FOUND OF BIO:ECOL & EVOL LAB,CKB 328,W- 06:00 PM - 08:50 PM,,,10238
BIOL 206 -108,"Itani, Omar      ", FOUND OF BIO:ECOL & EVOL LAB,CKB 328,T- 06:00 PM - 08:50 PM,,,10239
BIOL 222 -002,"Haspel, Gal      ", EVOLUTION,CKB G08,TR- 11:30 AM - 12:50 PM,"Evolution
iClicker2 Student Remote (REV)","9780393937930
9781498603041",10240
BIOL 222 -004,"Bunker, Daniel      ", EVOLUTION,CKB G08,TR- 02:30 PM - 03:50 PM,,,15787
BIOL 310 -745,"Roach, Karen      ", WORK EXPERIENCE I,, -,,,10241
BIOL 315 -002,"Severi, Kristen      ", PRINCIPLES OF NEUROBIOLOGY,ECEC 115,MR- 02:30 PM - 03:50 PM,Prin of Neurobiology,9780820000000,10242
BIOL 315 -004,"Golowasch, Jorge      ", PRINCIPLES OF NEUROBIOLOGY,CKB 330,MR- 02:30 PM - 03:50 PM,,,15986
BIOL 337 -002,"Garnier, Simon      ", COLLECTIVE INTEL IN BIOL SYST,CKB 330,MW- 11:30 AM - 12:50 PM,,,10243
BIOL 340 -002,"Yarotsky, John      ", MAMMALIAN PHYSIOLOGY,CKB 303CKB 302,"MR- 04:00 PM - 05:20 PM
T-08:30 AM - 11:20 AM","Human Anatomy & Phys Lab Man Main Vers (w/Out MasrA&P)
Human Anat & Phys (w/MasteringA&P Access) Edition: 10th
Human Anatomy & Physiology (TEXT ONLY) Edition: 10th","9780133902389
9780321927026
9780321927040",10244
BIOL 340 -004,"Yarotsky, John      ", MAMMALIAN PHYSIOLOGY,CKB 303CKB 302,"MR- 04:00 PM - 05:20 PM
T-02:30 PM - 05:20 PM","Human Anatomy & Phys Lab Man Main Vers (w/Out MasrA&P)
Human Anat & Phys (w/MasteringA&P Access) Edition: 10th
Human Anatomy & Physiology (TEXT ONLY) Edition: 10th","9780133902389
9780321927026
9780321927040",10245
BIOL 340 -006,"Yarotsky, John      ", MAMMALIAN PHYSIOLOGY,CKB 302CKB 303,"F- 01:00 PM - 03:50 PM
MR-04:00 PM - 05:20 PM","Human Anatomy & Phys Lab Man Main Vers (w/Out MasrA&P)
Human Anat & Phys (w/MasteringA&P Access) Edition: 10th
Human Anatomy & Physiology (TEXT ONLY) Edition: 10th","9780133902389
9780321927026
9780321927040",10246
BIOL 340 -008,"Konsolaki, Mary      ", MAMMALIAN PHYSIOLOGY,CKB 303CKB 302,"TR- 10:00 AM - 11:20 AM
W-08:30 AM - 11:20 AM","Human Anatomy & Phys Lab Man Main Vers (w/Out MasrA&P)
Human Anat & Phys (w/MasteringA&P Access) Edition: 10th
Human Anatomy & Physiology (TEXT ONLY) Edition: 10th","9780133902389
9780321927026
9780321927040",10247
BIOL 340 -010,"Konsolaki, Mary      ", MAMMALIAN PHYSIOLOGY,CKB 303CKB 302,"TR- 10:00 AM - 11:20 AM
W-11:30 AM - 02:20 PM","Human Anatomy & Phys Lab Man Main Vers (w/Out MasrA&P)
Human Anat & Phys (w/MasteringA&P Access) Edition: 10th
Human Anatomy & Physiology (TEXT ONLY) Edition: 10th","9780133902389
9780321927026
9780321927040",10248
BIOL 340 -012,"Konsolaki, Mary      ", MAMMALIAN PHYSIOLOGY,CKB 302CKB 303,"F- 08:30 AM - 11:20 AM
TR-10:00 AM - 11:20 AM","Human Anatomy & Phys Lab Man Main Vers (w/Out MasrA&P)
Human Anat & Phys (w/MasteringA&P Access) Edition: 10th
Human Anatomy & Physiology (TEXT ONLY) Edition: 10th","9780133902389
9780321927026
9780321927040",10249
BIOL 340 -102,"Yarotsky, John      ", MAMMALIAN PHYSIOLOGY,CKB 303CKB 302,"MR- 04:00 PM - 05:20 PM
T-06:00 PM - 08:50 PM","Human Anatomy & Phys Lab Man Main Vers (w/Out MasrA&P)
Human Anat & Phys (w/MasteringA&P Access) Edition: 10th
Human Anatomy & Physiology (TEXT ONLY) Edition: 10th","9780133902389
9780321927026
9780321927040",10250
BIOL 340 -104,"Konsolaki, Mary      ", MAMMALIAN PHYSIOLOGY,CKB 303CKB 302,"TR- 10:00 AM - 11:20 AM
W-06:00 PM - 08:50 PM","Human Anatomy & Phys Lab Man Main Vers (w/Out MasrA&P)
Human Anat & Phys (w/MasteringA&P Access) Edition: 10th
Human Anatomy & Physiology (TEXT ONLY) Edition: 10th","9780133902389
9780321927026
9780321927040",10251
BIOL 344 -H02,, PHYSIOLOGICAL MECHANISMS,,TR- 10:00 AM - 11:20 AM,,,10252
BIOL 345 -002,"Soares, Daphne      ", COMPARATIVE PHYSIOLOGY,CKB 320,TR- 10:00 AM - 11:20 AM,,,10253
BIOL 347 -002,"Bucher, Dirk      ", LAB APPROACHES IN NEUROSCIENCE,CKB 326CKB 326,"R- 10:00 AM - 12:50 PM
TF-10:00 AM - 11:20 AM",,,10254
BIOL 350 -002,"Yarotsky, John      ", IMMUNOLOGY,GITC 1100CKB 303,"M- 01:00 PM - 02:20 PM
R-01:00 PM - 02:20 PM",Kuby Immunology,9781430000000,10255
BIOL 375 -002,"Russell, Gareth      ", CONSERVATION BIOLOGY,CKB 320,MW- 10:00 AM - 11:20 AM,,,10256
BIOL 375 -004,"Stanko, Maria      ", CONSERVATION BIOLOGY,CKB 114,MW- 01:00 PM - 02:20 PM,,,16053
BIOL 375 -H02,"Stanko, Maria      ",CONSERVATION BIOLOGY - HONORS,CKB 114,MW- 01:00 PM - 02:20 PM,"Sixth Extinction
Intro to Conservation Biology","9781250062185
9781605354736",10257
BIOL 410 -745,"Roach, Karen      ", WORK EXPERIENCE II,, -,,,10258
BIOL 436 -002,"Rotstein, Horacio      ", ADVANCED NEUROSCIENCE MODELING,CKB 212,MW- 11:30 AM - 12:50 PM,Introduction to Modeling Neuronal Dynamics,9783320000000,10259
BIOL 447 -002,"Nadim, Farzan      ", SYSTEMS NEUROBIOLOGY,CKB 126,MW- 01:00 PM - 02:20 PM,,,10260
BIOL 447 -HM2,"Nadim, Farzan      ",SYSTEMS NEUROBIOLOGY - HONORS,CKB 126,MW- 01:00 PM - 02:20 PM,,,10261
BIOL 453 -002,, APPLIED GENETICS & GENOMICS,,"F- 02:30 PM - 03:50 PM
T-02:30 PM - 03:50 PM",,,15753
BIOL 462 -002,"Flammang-Lockyer, Brooke      ", COMPARATIVE BIOMECHANICS,CKB 226,TR- 11:30 AM - 12:50 PM,,,10262
BIOL 475 -H02,"Stanko, Maria      ",ECOLOGICAL FIELD METHODS-HONORS,CKB 328,F- 01:00 PM - 05:20 PM,Writing Papers in the Biological Sciences,9781320000000,10263
BIOL 491 -061,, SENIOR PROJECT,, -,,,16050
BIOL 491 -072,, SENIOR PROJECT,, -,,,10264
BIOL 491 -301,, SENIOR PROJECT,, -,,,10265
BIOL 491 -595,"Golowasch, Jorge      ", SENIOR PROJECT,, -,,,10266
BIOL 491 -731,"Bunker, Daniel      ", SENIOR PROJECT,, -,,,10267
BIOL 491 -745,"Nadim, Farzan      ", SENIOR PROJECT,, -,,,10268
BIOL 491 -747,"Russell, Gareth      ", SENIOR PROJECT,, -,,,10269
BIOL 491 -756,"Golowasch, Jorge      ", SENIOR PROJECT,, -,,,10270
BIOL 491 -762,"Soares, Daphne      ", SENIOR PROJECT,, -,,,10271
BIOL 491 -813,"Garnier, Simon      ", SENIOR PROJECT,, -,,,10272
BIOL 491 -815,"Bucher, Dirk      ", SENIOR PROJECT,, -,,,10273
BIOL 491 -817,"Haspel, Gal      ", SENIOR PROJECT,, -,,,10274
BIOL 491 -820,"Fortune, Eric      ", SENIOR PROJECT,, -,,,10275
BIOL 491 -823,"Desai, Darshan      ", SENIOR PROJECT,, -,,,10276
BIOL 491 -832,"Flammang-Lockyer, Brooke      ", SENIOR PROJECT,, -,,,10277
BIOL 492 -151,, RESEARCH & INDEPENDENT STUDY,, -,,,10278
BIOL 492 -152,"Zhang, Yuanwei      ", RESEARCH & INDEPENDENT STUDY,, -,,,16015
BIOL 492 -731,"Bunker, Daniel      ", RESEARCH & INDEPENDENT STUDY,, -,,,10279
BIOL 492 -745,"Nadim, Farzan      ", RESEARCH & INDEPENDENT STUDY,, -,,,10280
BIOL 492 -747,"Russell, Gareth      ", RESEARCH & INDEPENDENT STUDY,, -,,,10281
BIOL 492 -756,"Golowasch, Jorge      ", RESEARCH & INDEPENDENT STUDY,, -,,,10282
BIOL 492 -762,"Soares, Daphne      ", RESEARCH & INDEPENDENT STUDY,, -,,,10283
BIOL 492 -813,"Garnier, Simon      ", RESEARCH & INDEPENDENT STUDY,, -,,,10284
BIOL 492 -815,"Bucher, Dirk      ", RESEARCH & INDEPENDENT STUDY,, -,,,10285
BIOL 492 -817,"Haspel, Gal      ", RESEARCH & INDEPENDENT STUDY,, -,,,10286
BIOL 492 -820,"Fortune, Eric      ", RESEARCH & INDEPENDENT STUDY,, -,,,10287
BIOL 492 -823,"Desai, Darshan      ", RESEARCH & INDEPENDENT STUDY,, -,,,10288
BIOL 492 -832,"Flammang-Lockyer, Brooke      ", RESEARCH & INDEPENDENT STUDY,, -,,,10289
BIOL 495 -H04,"Fortune, Eric      ", HONORS SEMINAR IN BIOLOGY,CKB 316,MW- 11:30 AM - 12:50 PM,,,10291
BIOL 495 -H02,"Konsolaki, Mary      ",BIOL 495 - SEMINAR IN BIOL - HONORS,CKB 315,MW- 11:30 AM - 12:50 PM,,,10290
BIOL 590 -745,"Russell, Gareth      ", GRAD COOP WORK EXPERIENCE I,, -,,,15971
BIOL 606 -102,"Yarotsky, John      ", APP BIOPROC & IMMUN BASED THER,CKB 423,T- 06:00 PM - 08:50 PM,,,10292
BIOL 612 -002,"Soares, Daphne      ", COMPARATIVE ANIMAL PHYSIOLOGY,CKB 320,TR- 10:00 AM - 11:20 AM,,,10293
BIOL 636 -002,"Rotstein, Horacio      ", ADVANCED COMP NEUROSCIENCE,CKB 212,MW- 11:30 AM - 12:50 PM,Introduction to Modeling Neuronal Dynamics,9783320000000,10294
BIOL 641 -002,"Nadim, Farzan      ", SYSTEMS NEUROSCIENCE,CKB 126,MW- 01:00 PM - 02:20 PM,,,10295
BIOL 645 -002,, BIOLOGICAL IMAGING TECHNIQUES,,"M- 10:00 AM - 11:20 AM
W-10:00 AM - 12:50 PM",,,10296
BIOL 698 -002,"Bucher, Dirk      ", ST: NEUROSCIENCE APPROACHES,CKB 326,TF- 10:00 AM - 11:20 AM,,,10297
BIOL 698 -004,"Flammang-Lockyer, Brooke      ", ST:COMPARATIVE BIOMECHANICS,FMH 209,M- 06:00 PM - 08:50 PM,,,10298
BIOL 700B -731,, MASTER'S PROJECT,, -,,,10299
BIOL 700B -747,"Russell, Gareth      ", MASTER'S PROJECT,, -,,,16026
BIOL 700B -756,, MASTER'S PROJECT,, -,,,10300
BIOL 700B -815,, MASTER'S PROJECT,, -,,,10301
BIOL 700B -817,, MASTER'S PROJECT,, -,,,10302
BIOL 701B -731,"Bunker, Daniel      ", MASTER'S THESIS,, -,,,10303
BIOL 701B -745,, MASTER'S THESIS,, -,,,10304
BIOL 701B -747,"Russell, Gareth      ", MASTER'S THESIS,, -,,,10305
BIOL 701B -756,, MASTER'S THESIS,, -,,,10306
BIOL 701B -762,"Soares, Daphne      ", MASTER'S THESIS,, -,,,10307
BIOL 701B -813,"Garnier, Simon      ", MASTER'S THESIS,, -,,,10308
BIOL 701B -815,"Bucher, Dirk      ", MASTER'S THESIS,, -,,,10309
BIOL 701B -817,"Haspel, Gal      ", MASTER'S THESIS,, -,,,10310
BIOL 701B -820,"Fortune, Eric      ", MASTER'S THESIS,, -,,,10311
BIOL 701B -832,"Flammang-Lockyer, Brooke      ", MASTER'S THESIS,, -,,,10312
BIOL 701C -731,"Bunker, Daniel      ", MASTER'S THESIS,, -,,,10313
BIOL 701C -745,, MASTER'S THESIS,, -,,,10314
BIOL 701C -747,"Russell, Gareth      ", MASTER'S THESIS,, -,,,10315
BIOL 701C -756,"Golowasch, Jorge      ", MASTER'S THESIS,, -,,,10316
BIOL 701C -762,"Soares, Daphne      ", MASTER'S THESIS,, -,,,10317
BIOL 701C -813,"Garnier, Simon      ", MASTER'S THESIS,, -,,,10318
BIOL 701C -815,"Bucher, Dirk      ", MASTER'S THESIS,, -,,,10319
BIOL 701C -817,"Haspel, Gal      ", MASTER'S THESIS,, -,,,10320
BIOL 701C -820,"Fortune, Eric      ", MASTER'S THESIS,, -,,,10321
BIOL 701C -832,"Flammang-Lockyer, Brooke      ", MASTER'S THESIS,, -,,,10322
BIOL 725 -079,"Chandra, Namas      ", INDEPENDENT STUDY I,, -,,,15865
BIOL 725 -731,"Bunker, Daniel      ", INDEPENDENT STUDY I,, -,,,10323
BIOL 725 -745,"Nadim, Farzan      ", INDEPENDENT STUDY I,, -,,,10324
BIOL 725 -747,"Russell, Gareth      ", INDEPENDENT STUDY I,, -,,,10325
BIOL 725 -756,"Golowasch, Jorge      ", INDEPENDENT STUDY I,, -,,,10326
BIOL 725 -762,, INDEPENDENT STUDY I,, -,,,10327
BIOL 725 -813,"Garnier, Simon      ", INDEPENDENT STUDY I,, -,,,10328
BIOL 725 -815,, INDEPENDENT STUDY I,, -,,,10329
BIOL 725 -817,"Haspel, Gal      ", INDEPENDENT STUDY I,, -,,,10330
BIOL 725 -820,"Fortune, Eric      ", INDEPENDENT STUDY I,, -,,,10331
BIOL 725 -832,"Flammang-Lockyer, Brooke      ", INDEPENDENT STUDY I,, -,,,10332
BIOL 725 -844,"Barden, Phillip      ", INDEPENDENT STUDY I,, -,,,15887
BIOL 726 -731,, INDEPENDENT STUDY II,, -,,,10333
BIOL 726 -745,, INDEPENDENT STUDY II,, -,,,10334
BIOL 726 -747,"Russell, Gareth      ", INDEPENDENT STUDY II,, -,,,10335
BIOL 726 -756,"Golowasch, Jorge      ", INDEPENDENT STUDY II,, -,,,10336
BIOL 726 -762,"Soares, Daphne      ", INDEPENDENT STUDY II,, -,,,10337
BIOL 726 -813,"Garnier, Simon      ", INDEPENDENT STUDY II,, -,,,10338
BIOL 726 -815,"Bucher, Dirk      ", INDEPENDENT STUDY II,, -,,,10339
BIOL 726 -817,"Haspel, Gal      ", INDEPENDENT STUDY II,, -,,,10340
BIOL 726 -820,"Fortune, Eric      ", INDEPENDENT STUDY II,, -,,,10341
BIOL 726 -832,"Flammang-Lockyer, Brooke      ", INDEPENDENT STUDY II,, -,,,10342
BIOL 790A -731,"Bunker, Daniel      ", DOCT DISSERTATION & RESRCH,, -,,,10343
BIOL 790A -745,"Nadim, Farzan      ", DOCT DISSERTATION & RESRCH,, -,,,10344
BIOL 790A -747,"Russell, Gareth      ", DOCT DISSERTATION & RESRCH,, -,,,10345
BIOL 790A -756,"Golowasch, Jorge      ", DOCT DISSERTATION & RESRCH,, -,,,10346
BIOL 790A -762,"Soares, Daphne      ", DOCT DISSERTATION & RESRCH,, -,,,10347
BIOL 790A -813,"Garnier, Simon      ", DOCT DISSERTATION & RESRCH,, -,,,10348
BIOL 790A -815,"Bucher, Dirk      ", DOCT DISSERTATION & RESRCH,, -,,,10349
BIOL 790A -817,"Haspel, Gal      ", DOCT DISSERTATION & RESRCH,, -,,,10350
BIOL 790A -820,"Fortune, Eric      ", DOCT DISSERTATION & RESRCH,, -,,,10351
BIOL 790A -832,"Flammang-Lockyer, Brooke      ", DOCT DISSERTATION & RESRCH,, -,,,10352
BIOL 790B -595,, DOCT DISSERTATION & RESRCH,, -,,,10353
BIOL 790B -731,"Bunker, Daniel      ", DOCT DISSERTATION & RESRCH,, -,,,10354
BIOL 790B -745,"Nadim, Farzan      ", DOCT DISSERTATION & RESRCH,, -,,,10355
BIOL 790B -747,"Russell, Gareth      ", DOCT DISSERTATION & RESRCH,, -,,,10356
BIOL 790B -756,"Golowasch, Jorge      ", DOCT DISSERTATION & RESRCH,, -,,,10357
BIOL 790B -762,, DOCT DISSERTATION & RESRCH,, -,,,10358
BIOL 790B -832,"Flammang-Lockyer, Brooke      ", DOCT DISSERTATION & RESRCH,, -,,,15864
BIOL 790C -731,"Bunker, Daniel      ", DOCTORAL DISSERTN & RESRCH,, -,,,10359
BIOL 790C -745,"Nadim, Farzan      ", DOCTORAL DISSERTN & RESRCH,, -,,,10360
BIOL 790C -747,"Russell, Gareth      ", DOCTORAL DISSERTN & RESRCH,, -,,,10361
BIOL 790C -756,"Golowasch, Jorge      ", DOCTORAL DISSERTN & RESRCH,, -,,,10362
BIOL 790C -762,, DOCTORAL DISSERTN & RESRCH,, -,,,10363
BIOL 790C -813,"Garnier, Simon      ", DOCTORAL DISSERTN & RESRCH,, -,,,16017
BIOL 790D -731,"Bunker, Daniel      ", DOCT DISSERTATION & RESRCH,, -,,,10364
BIOL 790D -745,"Nadim, Farzan      ", DOCT DISSERTATION & RESRCH,, -,,,10365
BIOL 790D -747,"Russell, Gareth      ", DOCT DISSERTATION & RESRCH,, -,,,10366
BIOL 790D -756,"Golowasch, Jorge      ", DOCT DISSERTATION & RESRCH,, -,,,10367
BIOL 790D -762,, DOCT DISSERTATION & RESRCH,, -,,,10368
BIOL 790E -745,, DOCTORAL DISSERTATION,, -,,,10369
BIOL 791 -002,, BIOLOGY SEMINAR,KUPF 210,T- 01:00 PM - 02:20 PM,,,10370
BIOL 792B -745,"Nadim, Farzan      ",PRE-DOCTORAL RESEARCH,, -,,,10371
BIOL 792B -747,"Russell, Gareth      ",PRE-DOCTORAL RESEARCH,, -,,,10372
BIOL 792B -762,"Soares, Daphne      ",PRE-DOCTORAL RESEARCH,, -,,,10373
BIOL 792B -813,"Garnier, Simon      ",PRE-DOCTORAL RESEARCH,, -,,,10374
BIOL 792B -815,"Bucher, Dirk      ",PRE-DOCTORAL RESEARCH,, -,,,10375
BIOL 792B -832,"Flammang-Lockyer, Brooke      ",PRE-DOCTORAL RESEARCH,, -,,,10376
BIOL 792C -745,,PRE-DOCTORAL RESEARCH,, -,,,10377
BIOL 792C -747,"Russell, Gareth      ",PRE-DOCTORAL RESEARCH,, -,,,10378
BIOL 792C -762,"Soares, Daphne      ",PRE-DOCTORAL RESEARCH,, -,,,10379
BIOL 792C -813,"Garnier, Simon      ",PRE-DOCTORAL RESEARCH,, -,,,10380
BIOL 792C -815,"Bucher, Dirk      ",PRE-DOCTORAL RESEARCH,, -,,,10381
BIOL 792C -832,"Flammang-Lockyer, Brooke      ",PRE-DOCTORAL RESEARCH,, -,,,10382
BME 111 -002,"Mantilla, Bruno      ", INTRODUCTION TO PHYSIOLOGY,CKB 217,MW- 01:00 PM - 02:20 PM,Fund of Human Physiology,9780840000000,10383
BME 111 -004,, INTRODUCTION TO PHYSIOLOGY,,MR- 02:30 PM - 03:50 PM,,,10384
BME 111 -006,"Mont, Ashley      ", INTRODUCTION TO PHYSIOLOGY,FENS 636,MW- 01:00 PM - 02:20 PM,,,15985
BME 301 -002,"Fidel, Howard      ", INTRO BIOMEDICAL ENGINEERING I,FENS 640,TF- 02:30 PM - 04:35 PM,,,10385
BME 301 -004,"Fidel, Howard      ", INTRO BIOMEDICAL ENGINEERING I,FENS 640FENS 698,"F- 09:15 AM - 11:20 AM
T-09:15 AM - 11:20 AM",,,10386
BME 301 -HM2,"Fidel, Howard      ",INTRO BIOMEDICAL ENGINEERING I - HONORS,FENS 640,TF- 02:30 PM - 04:35 PM,,,10387
BME 302 -002,"Mummolo, Carlotta      ", INTRO BIOMED ENGR II,FENS 640CKB 217,"M- 10:00 AM - 12:05 PM
MW-08:30 AM - 09:50 AM",Engineering Mech: Statics & Dynamics (TEXT ONLY),9780130000000,10388
BME 302 -004,"Mummolo, Carlotta      ", INTRO BIOMED ENGR II,CKB 217FENS 640,"MW- 08:30 AM - 09:50 AM
W-10:00 AM - 12:05 PM",Engineering Mech: Statics & Dynamics (TEXT ONLY),9780130000000,10389
BME 302 -HM2,"Mummolo, Carlotta      ",INTRO BIOMEDICAL ENGR II - HONORS,FENS 640CKB 217,"M- 10:00 AM - 12:05 PM
MW-08:30 AM - 09:50 AM",Engineering Mech: Statics & Dynamics (TEXT ONLY),9780130000000,10390
